Element Code,Scientific Name,English Name,Biogeoclimatic Units,Provincial,BC List,Global,COSEWIC,SARA,Provincial FRPA,Land Use Objectives,CDC Mapped Locations - Public,CDC Mapped Locations - Confidential
PDSOL0Z1H1,Solanum nigrum ssp. nigrum,black nightshade,,SNA (2008),Exotic,GNRTNR,,,,,,
PDSOL0Z1H2,Solanum nigrum ssp. schultesii,black nightshade,,SNA (2008),Exotic,GNRTNR,,,,,,
PDSOL0Z3C0,Solanum physalifolium,hairy nightshade,,SNA (2019),Exotic,GNR,,,,,,
PDSOL0Z2C0,Solanum rostratum,buffalo-bur,,SNA (2019),Exotic,G5? (1993),,,,,,
PDSOL0Z240,Solanum triflorum,cut-leaved nightshade,,SNA (2019),Exotic,G5 (1990),,,,,,
PDAST8P0B3,Solidago altissima ssp. gilvocanescens,tall goldenrod,,SNA (2019),Exotic,G5T5 (2016),,,,,,
PDAST8P3Q0,Solidago canadensis,Canada goldenrod,,SNA (2019),Exotic,G5 (2016),,,,,,
PDAST8P110,Solidago mollis,velvety goldenrod,,SNA (2019),Exotic,G5 (2016),,,,,,
PDAST8P1P5,Solidago rugosa var. rugosa,rough-stemmed goldenrod,,SNA (2019),Exotic,G5T5 (2016),,,,,,
NLT0006010,Solitaria chrysophthalma,,,SNA (2020),Exotic,GNR,,,,,,
PDAST8Q050,Soliva sessilis,carpet burweed,,SNA (2019),Exotic,GNR,,,,,,
PDAST8R012,Sonchus arvensis ssp. arvensis,perennial sow-thistle,,SNA (2000),Exotic,GNRTNR,,,,,,
PDAST8R013,Sonchus arvensis ssp. uliginosus,perennial sow-thistle,,SNA (2000),Exotic,GNRTNR (1994),,,,,,
PDAST8R020,Sonchus asper,prickly sow-thistle,,SNA (2019),Exotic,GNR,,,,,,
PDAST8R030,Sonchus oleraceus,common sow-thistle,,SNA (2019),Exotic,GNR,,,,,,
PDROS1P020,Sorbus aucuparia,European mountain-ash,,SNA (2019),Exotic,G5 (1994),,,,,,
PDROS1P0D0,Sorbus intermedia,Swedish whitebeam,,SNA (2019),Exotic,GNR,,,,,,
PMPOA5R025,Sorghum bicolor ssp. bicolor,grain sorghum,,SNA (2019),Exotic,GNRTNR,,,,,,
PMPOA5S020,Spartina anglica,English cordgrass,,SNA (2019),Exotic,GU (1997),,,,,,
PMPOA5S0C0,Spartina densiflora,dense-flowered cordgrass,,SNA (2019),Exotic,GNR,,,,,,
PMPOA5S080,Spartina patens,salt meadowgrass,,SNA (2019),Exotic,G5 (2016),,,,,,
PDCAR0V010,Spergula arvensis,corn-spurry,,SNA (2019),Exotic,GNR,,,,,,
PDCAR0W0A0,Spergularia rubra,red sand-spurry,,SNA (2019),Exotic,G5 (1984),,,,,,
PDCAR0W0E0,Spergularia rupicola,cliff sand-spurrey,,SNA (2019),Exotic,GNR,,,,,,
PDCAR0W0D0,Spergularia salina,salt marsh sand-spurry,,SNA (2019),Exotic,G5 (2016),,,,,,
IICOLTR270,Sphaericus pinguis,A Spider Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLM5020,Sphaeridium bipustulatum,A Water Scavenger Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLM5010,Sphaeridium lunatum,A Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLM5030,Sphaeridium scarabaeoides,A Water Scavenger Beetle,,SNA (2017),Exotic,GNR,,,,,,
NBMUS6Z080,Sphagnum cuspidatum,,,SNA (2015),Exotic,G5 (2015),,,,,,
IICOLPQ600,Sphenoptera jugoslavica,A Metallic Wood-boring Beetle,,SNA (2017),Exotic,GNR,,,,,,
IILEM0N010,Spilonota ocellana,,,SNA (2017),Exotic,GNR,,,,,,
PDROS1Q061,Spiraea japonica var. fortunei,fortune meadowsweet,,SNA (2019),Exotic,G5TNR,,,,,,
IILEYDC010,Spodoptera exigua,,,SNA (2017),Exotic,G5 (2002),,,,,,
IILEYDC030,Spodoptera praefica,,,SNA (2017),Exotic,GNR,,,,,,
PMPOA5V0L0,Sporobolus neglectus,small dropseed,,SNA,Exotic,G5 (2016),,,,,,
PMPOA5V0X2,Sporobolus vaginiflorus var. vaginiflorus,poverty grass,,SNA (2019),Exotic,G5T5 (2016),,,,,,
PDLAM1X040,Stachys arvensis,field hedge-nettle,,SNA (2019),Exotic,GNR,,,,,,
PDLAM1X080,Stachys byzantina,lamb's-ear,,SNA (2019),Exotic,GNR (1993),,,,,,
ILARA62050,Steatoda bipunctata,Eurasian False Widow,,SNA,Exotic,GNR,,,,,,
ILARA62070,Steatoda grossa,False Black Widow Spider,,SNA,Exotic,GNR,,,,,,
IICOLPG440,Stegobium paniceum,Drugstore Beetle,,SNA (2017),Exotic,GNR,,,,,,
PDCAR0X020,Stellaria alsine,bog starwort,,SNA (2019),Exotic,G5 (2016),,,,,,
PDCAR0X0F0,Stellaria graminea,grass-leaved starwort,,SNA (2019),Exotic,GNR,,,,,,
PDCAR0X0P0,Stellaria media,common chickweed,,SNA (2019),Exotic,GNR,,,,,,
PDCAR0X0P3,Stellaria pallida,lesser chickweed,,SNA (2019),Exotic,GNRTNR,,,,,,
IIHEMT7010,Stenotus binotatus,,,SNA,Exotic,GNR,,,,,,
IICOLGW760,Stenus fulvicornis,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
IIHEMDS010,Stephanitis rhododendri,,,SNA,Exotic,GNR,,,,,,
IICOLS3020,Stethorus punctillum,A Ladybird Beetle,,SNA (2017),Exotic,GNR,,,,,,
IILED05540,Stigmella lapponica,,,SNA (2020),Exotic,GNR,,,,,,
IILED05030,Stigmella oxyacanthella,Serpentine Apple Leafminer Moth,,SNA (2020),Exotic,GNR,,,,,,
ABNPB02030,Streptopelia decaocto,Eurasian Collared-Dove,,SNA (2009),Exotic,G5 (2016),,,,,,
IICOLQD5K0,Strophosoma melanogrammum,A Weevil,,SNA (2017),Exotic,GNR,,,,,,
ABPBT01010,Sturnus vulgaris,European Starling,,SNA (2015),Exotic,G5 (2016),,,,,,
IIHEMDH010,Stygnocoris rusticus,,,SNA,Exotic,GNR,,,,,,
IIHEMDH020,Stygnocoris sabulosus,,,SNA,Exotic,GNR,,,,,,
PDCHE0P0M0,Suaeda linifolia,pin-leaf seepweed,,SNA (2019),Exotic,GNR,,,,,,
AMALA01010,Sus scrofa,Wild Boar,,SNA (2015),Exotic,G5 (2016),,,,,,
IILEJ0G030,Swammerdamia pyrella,,,SNA (2017),Exotic,GNR,,,,,,
AMAEB01040,Sylvilagus floridanus,Eastern Cottontail,,SNA (2020),Exotic,G5 (2016),,,,,,
PDASTE840A,Symphyotrichum novi-belgii var. novi-belgii,New York aster,,SNA (2019),Exotic,G5T5 (2016),,,,,,
PDASTE8132,Symphyotrichum pilosum var. pilosum,hairy aster,,SNA (2019),Exotic,G5T5 (2016),,,,,,
PDBOR0X010,Symphytum asperum,rough comfrey,,SNA (2019),Exotic,GNR,,,,,,
PDBOR0X020,Symphytum officinale,common comfrey,,SNA (2019),Exotic,GNR,,,,,,
PDBOR0X040,Symphytum x uplandicum,hybrid comfrey,,SNA (2001),Exotic,GNA (2016),,,,,,
ILARA80050,Synageles venator,Palaearctic Antlike Jumper,,SNA (2018),Exotic,GNR,,,,,,
IILEK0C430,Synanthedon myopaeformis,,,SNA (2017),Exotic,GNR,,,,,,
IILEK0C040,Synanthedon scitula,,,SNA (2017),Exotic,G4G5 (2004),,,,,,
NBMUS7L0L0,Syntrichia papillosa,,,SNA (2020),Exotic,G5 (1991),,,,,,
PDOLE0C010,Syringa vulgaris,common lilac,,SNA (2019),Exotic,GNR,,,,,,
IICOLX4330,Tachinus rufipes,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLX4380,Tachinus subterraneus,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLB8160,Tachyporus dispar,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
IIHOMK3010,Takecallis arundicolens,,,SNA,Exotic,GNR,,,,,,
IIHOMK3020,Takecallis arundinariae,,,SNA,Exotic,GNR,,,,,,
PDTAM01080,Tamarix ramosissima,salt-cedar,,SNA (2019),Exotic,GNR,,,,,,
PDAST92040,Tanacetum parthenium,feverfew,,SNA (2019),Exotic,GNR,,,,,,
PDAST92050,Tanacetum vulgare,common tansy,,SNA (2019),Exotic,GNR,,,,,,
IICOLQD6G0,Tanysphyrus ater,A Weevil,,SNA (2017),Exotic,GNR,,,,,,
IICOLQD4M0,Tanysphyrus lemnae,A Weevil,,SNA (2017),Exotic,GNR,,,,,,
ILARA4A010,Tapinesthis inermis,European Goblin Spider,,SNA,Exotic,GNR,,,,,,
PDAST930Q0,Taraxacum erythrospermum,red-seeded dandelion,,SNA (2019),Exotic,GNR,,,,,,
PDAST930Y0,Taraxacum officinale,common dandelion,,SNA (2019),Exotic,G5 (2016),,,,,,
IICOLPW250,Tarsostenus univittatus,A Checkered Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLBR130,Tasgius ater,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLBR160,Tasgius winkleri,,,SNA (2017),Exotic,GNR,,,,,,
PDBRA2K010,Teesdalia nudicaulis,shepherd's cress,,SNA (2019),Exotic,GNR,,,,,,
ILARAG1010,Tegenaria domestica,Barn Funnelweaver,,SNA,Exotic,GNR,,,,,,
IICOLSC440,Tenebrio molitor,Yellow Mealworm,,SNA (2017),Exotic,GNR,,,,,,
IICOLSC580,Tenebrio obscurus,Dark Mealworm,,SNA (2017),Exotic,GNR,,,,,,
ILARA86160,Tenuiphantes tenuis,Tenuous Thin Sheetweaver,,SNA,Exotic,GNR,,,,,,
IMGAS90010,Testacella haliotidea,Earshell Slug,,SNA (2015),Exotic,G5 (2002),,,,,,
ILARAZ7130,Tetragnatha montana,,,SNA (2018),Exotic,GNR,,,,,,
IIHYM0M010,Tetramorium caespitum,Pavement Ant,,SNA (2016),Exotic,GNR,,,,,,
IIHOM9V010,Tetraneura ulmi,,,SNA,Exotic,GNR,,,,,,
IIHEMU0050,Tetraphleps abdulghani,,,SNA,Exotic,GNR,,,,,,
IICOL12110,Teuchestes fossor,A Scarab Beetle,,SNA (2017),Exotic,GNR,,,,,,
ILARAZ8089,Thanatus vulgaris,European Lancebacked Crab Spider,,SNA,Exotic,GNR,,,,,,
IILEU5S010,Thera juniperata,,,SNA (2017),Exotic,GNR,,,,,,
IIDIPK7190,Thereva nobilitata,Noble Stiletto Fly,,SNA (2019),Exotic,GNR,,,,,,
ILARAAA150,Theridion melanurum,House Longlegged Cobweaver,,SNA,Exotic,GNR,,,,,,
ILARAAA230,Theridion mystaceum,,,SNA (2018),Exotic,GNR,,,,,,
ILARAAA220,Theridion varians,Eurasian Longlegged Cobweaver,,SNA,Exotic,GNR,,,,,,
IIHOM9Y010,Therioaphis riehmi,,,SNA,Exotic,GNR,,,,,,
IIHOM9Y020,Therioaphis trifolii,,,SNA,Exotic,GNR,,,,,,
IICOLQT400,Thes bergrothi,Ridgewinged Fungus Beetle,,SNA (2017),Exotic,GNR,,,,,,
PMPOA7H031,Thinopyrum intermedium ssp. barbulatum,hairy wheatgrass,,SNA (2012),Exotic,GNRTNR,,,,,,
PMPOA7H032,Thinopyrum intermedium ssp. intermedium,intermediate wheatgrass,,SNA (2012),Exotic,GNRTNR,,,,,,
PMPOA8H010,Thinopyrum ponticum,tall wheatgrass,,SNA (2019),Exotic,GNR,,,,,,
PDBRA2P030,Thlaspi arvense,field pennycress,,SNA (2019),Exotic,GNR,,,,,,
IILEP60010,Thymelicus lineola,European Skipper,,SNA (2020),Exotic,G5 (2009),,,,,,
PDLAM21020,Thymus pulegioides,lemon thyme,,SNA (2019),Exotic,GNR,,,,,,
AFCJB43010,Tinca tinca,Tench,,SNA (2019),Exotic,G5 (1996),,,,,,
IILEF13040,Tinea columbariella,,,SNA (2017),Exotic,GNR,,,,,,
IILEF13140,Tinea pellionella,,,SNA (2017),Exotic,GNR,,,,,,
IILEF1B010,Tineola bisselliella,,,SNA (2019),No Status,GNR,,,,,,
IIHOMA1020,Tinocallis platani,,,SNA,Exotic,GNR,,,,,,
IICOLRZBE0,Tinotus morion,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
ILARA3J020,Tiso vagans,Wandering Ornateshinned Money Spider,,SNA,Exotic,GNR,,,,,,
PDAPI2B011,Torilis arvensis ssp. arvensis,spreading hedge-parsley,,SNA,Exotic,GNRTNR (2004),,,,,,
PDAPI2B020,Torilis japonica,upright hedge-parsley,,SNA (2019),Exotic,GNR,,,,,,
NBMUS5V090,Tortula truncata,,,SNA (2015),Exotic,G3G5 (1991),,,,,,
ARAAD09010,Trachemys scripta,Pond Slider,,SNA (2018),Exotic,G5 (2005),,,,,,
IILER8B080,Trachycera suavella,,,SNA (2017),Exotic,GNR,,,,,,
PDAST9E010,Tragopogon dubius,yellow salsify,,SNA (2019),Exotic,GNR,,,,,,
PDAST9E050,Tragopogon porrifolius,common salsify,,SNA (2019),Exotic,GNR,,,,,,
PDAST9E060,Tragopogon pratensis,meadow salsify,,SNA (2019),Exotic,GNR,,,,,,
IIHOMA3010,Trama rara,,,SNA,Exotic,GNR,,,,,,
IICOL6G300,Trechus obtusus,A Ground Beetle,,SNA (2017),Exotic,GNR,,,,,,
PDCLU06010,Triadenum fraseri,Fraser's St. John's-wort,,SNA (2019),Exotic,G5 (2016),,,,,,
IIHOMA4010,Trialeurodes vaporariorum,,,SNA,Exotic,GNR,,,,,,
IICOLSC480,Tribolium destructor,Large Flour Beetle,,SNA (2017),Exotic,GNR,,,,,,
PDZYG06020,Tribulus terrestris,puncture vine,,SNA (2019),Exotic,GNR,,,,,,
IILEF16010,Trichophaga tapetzella,,,SNA (2017),Exotic,GNR,,,,,,
IICOLRZ5K0,Trichophya pilicornis,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLQDJ80,Trichosirocalus horridus,A Weevil,,SNA (2017),Exotic,GNR,,,,,,
PDFAB40090,Trifolium arvense,hare's-foot clover,,SNA (2019),Exotic,GNR,,,,,,
PDFAB400B0,Trifolium aureum,yellow clover,,SNA (2019),Exotic,GNR,,,,,,
PDFAB400K0,Trifolium campestre,low hop-clover,,SNA (2019),Exotic,GNR,,,,,,
PDFAB400U0,Trifolium dubium,small hop-clover,,SNA (2019),Exotic,GNR,,,,,,
PDFAB400X1,Trifolium fragiferum ssp. bonannii,strawberry clover,,SNA (2019),Exotic,GNRTNR,,,,,,
PDFAB400Z0,Trifolium glomeratum,clustered clover,,SNA (2019),Exotic,GNR,,,,,,
PDFAB40150,Trifolium hybridum,alsike clover,,SNA (2019),Exotic,GNR,,,,,,
PDFAB40160,Trifolium incarnatum,crimson clover,,SNA (2019),Exotic,GNR,,,,,,
PDFAB401Z0,Trifolium pratense,red clover,,SNA (2019),Exotic,GNR,,,,,,
PDFAB40220,Trifolium repens,white clover,,SNA (2019),Exotic,GNR,,,,,,
PDFAB40260,Trifolium striatum,knotted clover,,SNA (2019),Exotic,GNR,,,,,,
PDFAB40270,Trifolium subterraneum,subterranean clover,,SNA (2019),Exotic,GNR,,,,,,
IICOLTR310,Trigonogenius globulus,Globular Spider Beetle,,SNA (2017),Exotic,GNR,,,,,,
PDAST690Z0,Tripleurospermum inodorum,scentless mayweed,,SNA (2019),Exotic,GNR,,,,,,
PMPOA6A010,Triticum aestivum,wheat,,SNA (2019),Exotic,GNR,,,,,,
ILARA63030,Trochosa ruricola,Eurasian Litter Wolf Spider,,SNA,Exotic,GNR,,,,,,
IMGASD5020,Trochulus striolata,Furrowed Helicellid,,SNA (2015),Exotic,G5 (2002),,,,,,
IICOLHJ050,Trypodendron domesticum,A Bark Beetle,,SNA (2017),Exotic,GNR,,,,,,
IIHOMK7010,Tuberculatus annulatus,,,SNA,Exotic,GNR,,,,,,
IIHOMK7030,Tuberculatus querceus,,,SNA,Exotic,GNR,,,,,,
PDAST9K010,Tussilago farfara,coltsfoot,,SNA (2019),Exotic,GNR,,,,,,
IICOLPB080,Tychius meliloti,Sweet Clover Weevil,,SNA (2017),Exotic,GNR,,,,,,
IICOLPB030,Tychius picirostris,Clover Seed Weevil,,SNA (2017),Exotic,GNR,,,,,,
IICOLPB040,Tychius stephensi,Red Clover Seed Weevil,,SNA (2017),Exotic,GNR,,,,,,
PMTYP01020,Typha angustifolia,lesser cattail,,SNA (2019),Exotic,G5 (2015),,,,,,
PMTYP01050,Typha x glauca,blue cattail,,SNA (2007),Exotic,GNA (2015),,,,,,
IICOLRC060,Typhaea stercorea,Hairy Fungus Beetle,,SNA (2017),Exotic,GNR,,,,,,
IIHOM3C380,Typhlocyba avellanae,,,SNA,Exotic,GNR,,,,,,
IIHOM3C070,Typhlocyba candidula,,,SNA,Exotic,GNR,,,,,,
IIHOM3C450,Typhlocyba frustrator,,,SNA,Exotic,GNR,,,,,,
IIHOM3C170,Typhlocyba lethierryi,,,SNA,Exotic,GNR,,,,,,
IIHOM3C500,Typhlocyba plebeja,,,SNA,Exotic,GNR,,,,,,
IIHOM3C510,Typhlocyba prunicola,,,SNA,Exotic,GNR,,,,,,
IIHOM3C520,Typhlocyba quercus,,,SNA,Exotic,GNR,,,,,,
IIHOM3C280,Typhlocyba rosae,,,SNA,Exotic,GNR,,,,,,
IILEYPC010,Tyria jacobaeae,,,SNA (2019),Exotic,G5 (2002),,,,,,
PDFAB42010,Ulex europaeus,gorse,,SNA (2019),Exotic,GNR,,,,,,
PDULM04020,Ulmus americana,American elm,,SNA (2021),Exotic,G4 (2019),,,,,,
PDULM04080,Ulmus pumila,Siberian elm,,SNA (2019),Exotic,GNR,,,,,,
IIHOMA7370,Uroleucon achilleae,,,SNA,Exotic,GNR,,,,,,
IIHOMA7080,Uroleucon cirsii,,,SNA,Exotic,GNR,,,,,,
IIHOMA7550,Uroleucon sonchi,,,SNA,Exotic,GNR,,,,,,
PDURT0D021,Urtica dioica ssp. dioica,stinging nettle,,SNA (2000),Exotic,G5T5? (2002),,,,,,
PDURT0D040,Urtica urens,dog nettle,,SNA (2019),Exotic,GNR,,,,,,
PDCAR0Z020,Vaccaria hispanica,cow-basil,,SNA (2019),Exotic,GNR,,,,,,
PDERI18090,Vaccinium corymbosum,highbush blueberry,,SNA (2019),Exotic,G5 (2016),,,,,,
PDERI180J0,Vaccinium macrocarpon,large-fruited cranberry,,SNA (2019),Exotic,G5 (2016),,,,,,
PDVAL03090,Valeriana officinalis,garden heliotrope,,SNA (2019),Exotic,GNR,,,,,,
PDVAL04060,Valerianella locusta,cornsalad,,SNA (2019),Exotic,G5 (1994),,,,,,
PMHYD0A010,Vallisneria americana,American tapegrass,,SNA (2019),Exotic,G5 (2016),,,,,,
IMGAS22020,Vallonia costata,Costate Vallonia,,SNA (2019),Exotic,G5 (2017),,,,,,
IMGAS22040,Vallonia excentrica,Iroquois Vallonia,,SNA (2015),Exotic,G5 (2002),,,,,,
IMGAS22080,Vallonia pulchella,Lovely Vallonia,,SNA (2015),Exotic,G5 (2002),,,,,,
PMPOA6D010,Ventenata dubia,ventenata,,SNA (2019),Exotic,GNR,,,,,,
PDSCR1Z010,Verbascum blattaria,moth mullein,,SNA (2019),Exotic,GNR,,,,,,
PDSCR1Z040,Verbascum phlomoides,woolly mullein,,SNA (2019),Exotic,GNR,,,,,,
PDSCR1Z080,Verbascum thapsus,great mullein,,SNA (2019),Exotic,GNR,,,,,,
PDSCR1Z090,Verbascum virgatum,wand mullein,,SNA (2019),Exotic,GNR,,,,,,
PDSCR20040,Veronica anagallis-aquatica,blue water speedwell,,SNA (2019),Exotic,G5 (2017),,,,,,
PDSCR20150,Veronica arguteserrata,sawtooth speedwell,,SNA (2019),Exotic,GNR,,,,,,
PDSCR20050,Veronica arvensis,wall speedwell,,SNA (2019),Exotic,GNR,,,,,,
PDSCR200A0,Veronica chamaedrys,germander speedwell,,SNA (2019),Exotic,GNR,,,,,,
PDSCR200F0,Veronica filiformis,slender speedwell,,SNA (2019),Exotic,GNR,,,,,,
PDSCR200K0,Veronica hederifolia,ivy-leaved speedwell,,SNA (2019),Exotic,GNR,,,,,,
PDSCR200N0,Veronica officinalis,common speedwell,,SNA (2019),Exotic,G5 (2016),,,,,,
PDSCR200Q1,Veronica peregrina var. peregrina,purslane speedwell,,SNA (1994),Exotic,G5T5 (2016),,,,,,
PDSCR200R0,Veronica persica,bird's-eye speedwell,,SNA (2019),Exotic,GNR,,,,,,
PDSCR200V2,Veronica serpyllifolia var. serpyllifolia,thyme-leaved speedwell,,SNA (2000),Exotic,G5TNR,,,,,,
PDSCR200Y0,Veronica verna,spring speedwell,,SNA (2019),Exotic,GNR,,,,,,
IIHYM41030,Vespa mandarinia,Asian Giant Hornet,,SNA (2020),Exotic,GNR,,,,,,
IIHYM41020,Vespa simillima,,,SNA (2017),Exotic,GNR,,,,,,
IIHYM38050,Vespula germanica,,,SNA (2017),Exotic,G5 (2003),,,,,,
PDCPR070G2,Viburnum opulus var. opulus,European bush-cranberry,,SNA (2010),Exotic,G5TNR,,,,,,
PDCPR070X0,Viburnum tinus,Laurustinus,,SNA (2019),Exotic,GNR,,,,,,
PDFAB43061,Vicia cracca ssp. cracca,tufted vetch,,SNA (2019),Exotic,GNRTNR,,,,,,
PDFAB430D0,Vicia hirsuta,tiny vetch,,SNA (2019),Exotic,GNR,,,,,,
PDFAB430F0,Vicia lathyroides,spring vetch,,SNA (2019),Exotic,GNR,,,,,,
PDFAB430T1,Vicia sativa var. angustifolia,common vetch,,SNA (2000),Exotic,GNRTNR,,,,,,
PDFAB430T2,Vicia sativa var. sativa,common vetch,,SNA (2000),Exotic,GNRTNR,,,,,,
PDFAB430W0,Vicia tetrasperma,slender vetch,,SNA (2019),Exotic,GNR,,,,,,
PDFAB430X2,Vicia villosa var. glabrescens,woolly vetch,,SNA,Exotic,G5T5 (1993),,,,,,
PDFAB430X3,Vicia villosa var. villosa,hairy vetch,,SNA (2000),Exotic,G5TNR,,,,,,
PDAPO0T020,Vinca major,large periwinkle,,SNA (2019),Exotic,GNR,,,,,,
PDAPO0T030,Vinca minor,common periwinkle,,SNA (2019),Exotic,GNR,,,,,,
PDVIO04040,Viola arvensis,European field pansy,,SNA (2019),Exotic,GNR,,,,,,
PDVIO044Q0,Viola lanceolata,lance-leaved violet,,SNA (2019),Exotic,G5 (2016),,,,,,
PDVIO041D0,Viola odorata,sweet violet,,SNA (2019),Exotic,GNR,,,,,,
PDVIO044K0,Viola riviniana,common dog violet,,SNA (2019),Exotic,GNR,,,,,,
PDVIO042A0,Viola tricolor var. tricolor,Johnny-jump-up,,SNA (2019),Exotic,GNR,,,,,,
PDVIT040G0,Vitis riparia,riverbank grape,,SNA (2021),Exotic,G5 (2021),,,,,,
PDVIT040P0,Vitis vinifera,European grape,,SNA (2019),Exotic,G4 (1988),,,,,,
PDVIT040U0,Vitis x labruscana,grape,,SNA,Exotic,GNA (1993),,,,,,
IMGAS83010,Vitrea contracta,Contracted Glass-snail,,SNA (2015),Exotic,G5 (2002),,,,,,
PMPOA6F010,Vulpia bromoides,barren fescue,,SNA (2019),Exotic,GNR,,,,,,
PMPOA6F040,Vulpia myuros,rattail fescue,,SNA (2019),Exotic,G5 (1994),,,,,,
PMLEM03020,Wolffia brasiliensis,Brazilian watermeal,,SNA (2019),Exotic,G5 (2015),,,,,,
IICOLLP010,Xanthogaleruca luteola,Elm Leaf Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLRZBZ0,Xantholinus linearis,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLRZCB0,Xantholinus longiventris,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
NLT0031960,Xanthoria parietina,weedy sunburst,,SNA (2010),Exotic,G5 (2017),,,,,,
IISIP58010,Xenopsylla cheopis,Oriental Rat Flea,,SNA (2020),Exotic,GNR,,,,,,
IILEYLN060,Xestia xanthographa,,,SNA (2017),Exotic,GNR,,,,,,
IICOLFB020,Xyleborinus attenuatus,A Bark Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLFB010,Xyleborinus saxeseni,a weevil,,SNA (2017),Exotic,GNR,,,,,,
IICOL7J100,Xyleborus pfeilii,A Bark Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLMA020,Xylodromus concinnus,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLMA030,Xylodromus depressus,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLGS010,Xylosandrus germanus,Black Stem Borer,,SNA (2017),Exotic,GNR,,,,,,
ILARA70290,Xysticus cristatus,Eurasian Ground Crab Spider,,SNA,Exotic,GNR,,,,,,
IILEJ0J090,Yponomeuta cagnagella,,,SNA (2017),Exotic,GNR,,,,,,
IILEJ0J100,Yponomeuta malinellus,,,SNA (2017),Exotic,GNR,,,,,,
IILEJ0J060,Yponomeuta padella,,,SNA (2017),Exotic,GNR,,,,,,
IILEJ09090,Ypsolopha dentella,,,SNA (2017),Exotic,GNR,,,,,,
IICOLHW040,Zeugophora scutellaris,Cottonwood Leafmining Beetle,,SNA (2017),Exotic,GNR,,,,,,
PMPOA6J012,Zizania aquatica var. aquatica,wild rice,,SNA (2019),Exotic,G5T5 (1988),,,,,,
PMPOA6J031,Zizania palustris var. interior,interior wildrice,,SNA (2019),Exotic,G5T4T5 (2000),,,,,,
PMPOA6J032,Zizania palustris var. palustris,northern wildrice,,SNA (2021),Exotic,G5T4T5 (2000),,,,,,
ILARA5F010,Zodarion rubidum,European Anteating Spider,,SNA,Exotic,GNR,,,,,,
PMZOS02030,Zostera japonica,Japanese eel-grass,,SNA (2019),Exotic,GNR,,,,,,
ILARAG8020,Zygiella atrica,Redsided Sector Spider,,SNA,Exotic,GNR,,,,,,
ILARAG8030,Zygiella x-notata,Silversided Sector Spider,,SNA (2018),Exotic,GNR,,,,,,
IIHOMM6010,Zygina flammigera,,,SNA,Exotic,GNR,,,,,,
,,,,,,,,,,,,
Search Criteria,,,,,,,,,,,,
"Distribution: Exotic 
Sort Order:Scientific Name Ascending",,,,,,,,,,,,
Open Government License– BC,,,,,,,,,,,,
